ciclo,target,s2_norm,s3_norm,s4_norm,s7_norm,s8_norm,s9_norm,s11_norm,s12_norm,s13_norm,s14_norm,s15_norm,s17_norm,s20_norm,s21_norm,s2_norm_mm,s3_norm_mm,s4_norm_mm,s7_norm_mm,s8_norm_mm,s9_norm_mm,s11_norm_mm,s12_norm_mm,s13_norm_mm,s14_norm_mm,s15_norm_mm,s17_norm_mm,s20_norm_mm,s21_norm_mm,s2_norm_slope,s3_norm_slope,s4_norm_slope,s7_norm_slope,s8_norm_slope,s9_norm_slope,s11_norm_slope,s12_norm_slope,s13_norm_slope,s14_norm_slope,s15_norm_slope,s17_norm_slope,s20_norm_slope,s21_norm_slope
79,0,-0.4512299891498504,0.12462328324709243,-0.593785308805149,-0.16188328999107435,-0.2034723041288379,-0.4229492751948166,-0.7461024486101947,-0.02216550345506276,-0.2810191994238268,-0.4228424649594309,0.12039649589714435,-1.1120341161615548,0.1774103597516991,0.2345680340978817,-0.5413080249686228,-0.3525102072684684,-0.8672714867796445,-0.15897556527010606,-0.25953072356379786,-0.21728613239645841,-0.5499617080778421,-0.09760984637249323,-0.16897212013336732,-0.1832916262015754,-0.023748655419084958,-0.22270311071090773,-0.059582377824785884,0.22617184539296495,-0.030664863257424325,0.02264104779835042,-0.013679490523922056,-0.005451983851811959,0.008008345633565709,0.015302897355133415,0.017205328116871622,0.010446139788565739,0.03201345122594955,-0.04090454437664237,0.00357237054067609,0.0,0.05078415805210307,0.003386697965009883
80,0,-1.1795204915138142,-0.06379885950428045,-0.38030235062878504,0.012580193266941389,-0.12338884778953907,-0.1573416618651869,-0.3675852300389995,-0.11502007935343468,-0.3610528274905204,0.08932852026359081,0.031087232380289695,-0.5191467791944568,0.6429318085626239,-0.04624567216754928,-0.5700563342724595,-0.33503557306169,-0.8223986125610177,-0.1335329739616447,-0.27554741483129347,-0.21616521953286774,-0.5809312986882139,-0.07400930833165739,-0.1689721201333673,-0.1666417482792509,-0.054649660595920614,-0.22270311071090773,-0.0045662066016752155,0.2691405758240327,-0.02874830930383666,0.01747463420677835,0.04487287421862686,0.025442591308461316,-0.01601669126749559,0.0011209128635906562,-0.03096959061037185,0.02360053804083583,0.0,0.016649877922324474,-0.030901005176835646,0.0,0.05501617122311066,0.04296873043106775
81,0,0.2578949736782368,0.1048693489264021,0.3699969781075828,-0.07101689246086126,-0.36363921680379385,-0.4346457572496872,-0.33317457380523674,0.07842695376816615,-0.5211200836202682,-0.07947474033298368,-0.04393254897389867,-1.1120341161615548,-0.24579095734914974,-0.16195785263873907,-0.4972272840360631,-0.3382265932211896,-0.6594883163215742,-0.10954424501366963,-0.25152237793023213,-0.2200153115426038,-0.5637259705713398,-0.04615293556214582,-0.19298220855301146,-0.15477366920659485,0.0017937939467413191,-0.3412805781043274,-0.013030232943690389,0.1964676819915199,0.07282905023639638,-0.0031910201594995856,0.16291029623944348,0.0239887289479751,0.02402503690106129,-0.003850092009735989,0.017205328116874065,0.027856372769511573,-0.024010088419644138,0.011868079072656074,0.05644345454266192,-0.11857746739341961,-0.008464026342015171,-0.07267289383251282
82,0,-0.20207797518323695,-0.9800775053032845,-0.5958579588845528,-0.06738223655965604,-0.4437226731394509,-0.2046149435036332,-0.19553194887025885,-0.0918064353788637,-0.040918315231024883,-0.39749316985275124,-0.054649660595930113,-0.5191467791944568,-0.24579095734914974,0.20070105444778288,-0.5029769458968262,-0.48243031376236034,-0.6250823250038298,-0.10590958911246026,-0.26753906919772774,-0.2050535615807274,-0.47081719874022687,-0.04847429995960732,-0.16897212013373125,-0.17781848293991334,-0.10091185909766373,-0.28199184440761754,-0.06381439099579045,0.21213116007969096,-0.005749661860762975,-0.14420372054117075,0.03440599131774434,0.0036346559012093507,-0.01601669126749559,0.014961749961876334,0.09290877183111311,-0.002321364397461498,0.024010088419280193,-0.023044813733318466,-0.10270565304440507,0.0592887336967098,-0.050784158052100056,0.01566347808817102
83,0,-0.7387130821884349,0.19148275325565192,-0.4145010769386078,-0.06011292475724561,0.03677806488541685,-0.050123909695406955,-0.4364065425064762,-0.06085491007939172,-0.3610528274905204,-0.38424240195611825,0.17576823927760313,-0.5191467791944568,0.6429318085626239,0.24232921693437054,-0.6179701831121945,-0.45902949925936803,-0.568809875348604,-0.09900374290016624,-0.23550568666273658,-0.18000359584651746,-0.45705293624672905,-0.05273013468828307,-0.20898893416635014,-0.19055074252757198,-0.07787006911031043,-0.4005693118010372,-0.00033419343066161123,0.20853279349186837,-0.11499323721536844,0.023400814502992362,0.05627244965522582,0.006905846212294045,0.03203338253499118,0.02504996573420996,0.013764262493497787,-0.0042558347286757465,-0.04001681403261892,-0.012732259587658662,0.023041789987353324,-0.11857746739341961,0.06348019756512883,-0.0035983665878225324
84,0,-0.16374689611148377,-0.21575220043280585,0.4684478568782434,-0.1764219135958952,0.11686152122107392,0.18331837798321787,-0.6772811361426936,-0.03764126610477675,-0.12095194329407902,-0.15148978324960388,-0.3297221922278907,-0.5191467791944568,0.05044996462144145,0.42859760500992666,-0.4914776221753002,-0.42286460411838067,-0.42082265968071086,-0.09173443109774754,-0.23550568666273658,-0.1597784289599538,-0.4949046581038485,-0.04112331270098438,-0.22499565977932492,-0.19487164510256919,-0.10430561111130335,-0.5191467791944568,-0.00033419343066161123,0.23985974966821297,0.12649256093689437,0.03616489514098725,0.14798721566789325,0.0072693118024187015,0.0,0.020225166886563662,-0.037851721857119526,0.011606821987298687,-0.016006725612974775,-0.004320902574997211,-0.026435542000992913,-0.11857746739341961,0.0,0.03132695617634455
85,0,0.4687159085728792,-0.16560759792636898,-0.3336677238426802,-0.28546159063217574,-0.2034723041288379,-0.18317139306974817,-0.29876391757149834,-0.18466101127719162,0.039115312835668756,-0.37156775440277845,-0.11716614505772202,-0.5191467791944568,-0.37275135247940744,0.5259651715039702,-0.32282087425943373,-0.3611715477013968,-0.32009186582273425,-0.09936720849028675,-0.22749734102917082,-0.15792648596793485,-0.4845814612337246,-0.05737286348319727,-0.23299902258563035,-0.2356033533762079,-0.13306319396373584,-0.459858045497747,-0.008798219772679795,0.24959650631761732,0.16865674791586643,0.06169305641698395,0.1007307938579766,-0.007632777392539225,0.008008345633565709,0.0018519429920189566,0.010323196870123952,-0.016249550782212886,-0.008003362806305415,-0.04073170827363871,-0.028757582852432528,0.0592887336967098,-0.008464026342018182,0.009736756649404349
86,0,-0.6428853845088341,-0.15497086406138189,-0.9492447974192079,-0.19459519310196263,-0.2034723041288379,-0.2026655298278658,-0.5740491674414541,-0.25430194320099253,-0.44108645555357456,-0.4188096225560645,0.10253464319377976,-0.5191467791944568,-0.2881110890592256,-0.2642643536650777,-0.3074884426307107,-0.36162740772418195,-0.38247863321213915,-0.10845384824330806,-0.20347230412810954,-0.13965073275718295,-0.4501708049999789,-0.07671756679535735,-0.23299902258563035,-0.25709264218252487,-0.08376448050242295,-0.459858045497747,0.0335219119374051,0.23125189234047855,0.015332431628723053,-0.00045586002278516226,-0.06238676738940491,-0.009086639753021309,0.0240250369010613,0.0182757532107519,0.03441065623374569,-0.01934470331216008,0.0,-0.021489288806316953,0.049298713461312905,0.0,0.04232013171008489,-0.018344613977138748
87,0,-0.5087266077576981,0.9254173899404186,-0.07044116376114086,-0.1146327632753652,-0.12338884778953907,-0.09398571740128243,-0.8837450735451726,-0.2156125365766636,-0.040918315231024883,-0.29263926736616896,-0.28149518992876504,0.6666278947397393,0.09277009633151731,-0.07164590690511713,-0.29982222681636006,-0.14843687040146122,-0.29677455242968415,-0.12117514389753872,-0.1634305759591885,-0.1570005144719298,-0.5017867893505963,-0.09683605824000313,-0.2410023853922997,-0.24896934534153087,-0.09537468475961469,-0.34128057810432744,0.05891399096345663,0.19209319712004852,0.00766621581435063,0.2131905373227207,0.08570408078245498,-0.012721295654230658,0.04004172816892106,-0.017349781714746854,-0.05161598435061732,-0.020118491444645784,-0.008003362806669365,0.00812329684099392,-0.011610204257191739,0.11857746739341961,0.025392079026051534,-0.03915869522043006
88,0,0.3537226713576197,-0.4208892106863013,-0.9461358223001374,0.04165744047662445,-0.12338884778953907,-0.2514008717232042,-0.6772811361426936,-0.12275796067829167,-0.2810191994238268,-0.09848671166296723,-0.7048210989987691,-0.5191467791944568,-0.03419029879874035,0.3622747698618133,-0.2806566872804617,-0.06547034625448578,-0.3445491367594435,-0.10772691706306703,-0.1634305759591885,-0.18175806815476134,-0.5189921174674679,-0.10263946923365028,-0.2410023853922997,-0.25277173960752763,-0.11020002250341587,-0.5191467791944568,0.04198593827942328,0.1450322066479262,0.01916553953589837,0.08296652414697543,-0.04777458432975935,0.013448226834471702,0.0,-0.02475755368283155,-0.017205328116871622,-0.005803410993647146,0.0,-0.003802394265996708,-0.014825337743801181,-0.17786620109012943,-0.016928052684033353,-0.0470609904721223
89,0,-0.12541581703973062,0.12462328324709243,-0.6155481346386662,-0.08192086016447692,-0.12338884778953907,-0.20169082298993773,0.11416395723343523,-0.1923988926020926,-0.3610528274905204,-0.027047789089692572,0.10253464319377976,0.07374055777264124,-0.07651043050881622,-0.541550249550298,-0.24807527006944968,-0.06547034625448578,-0.34672541934279516,-0.09973067408040728,-0.15542223032525862,-0.15963222293427345,-0.4329654768831048,-0.11966280814835326,-0.2490057481989691,-0.21319227202055377,-0.11198620777375234,-0.4005693118010373,0.016593859253371746,0.06742037828310823,0.03258141721101197,0.0,-0.0021762825833517184,0.007996242982659742,0.008008345633929884,0.02212584522048789,0.08602664058436299,-0.017023338914702986,-0.008003362806669361,0.03957946758697383,-0.0017861852703364585,0.11857746739341961,-0.025392079026051534,-0.07761182836481798
90,0,-0.5278921472935746,0.028892678462139398,-0.6093301844005251,-0.10009413967054433,-0.2034723041288379,-0.23921703624936957,-0.6428704799089552,-0.10341325736614919,-0.12095194329407902,0.3036452879834672,-0.3672320829049849,-0.5191467791944568,1.0238129939533667,0.10192236380165504,-0.18291243564742574,-0.056201192457843795,-0.3696282027199692,-0.11099810737415586,-0.16343057595918847,-0.16781976037269172,-0.4604940018701004,-0.1185021259496247,-0.22499565977932495,-0.19176059524856617,-0.15181813930227978,-0.4005693118010372,0.054681977792446025,0.08223718188002867,0.06516283442202396,0.009269153796641985,-0.022902783377174007,-0.011267433293748571,-0.008008345633929884,-0.008187537438418269,-0.027528524986995567,0.0011606821987285494,0.02401008841964414,0.021431676771987637,-0.03983193152852746,0.0,0.038088118539074275,0.01481680359692043
91,0,0.7370334620755872,-0.13217786292208925,-0.4673536539628537,-0.1873258812995522,0.03677806488541685,-0.3230418243093197,-0.12671063640278216,-0.056985969416963225,-0.20098557136077266,-0.20334061414954946,0.3811795453664069,0.6666278947397393,0.3043707548819267,0.6176882413896765,-0.1349985868076907,-0.07990591364269292,-0.4533632659270129,-0.12262900625802495,-0.12338884779026742,-0.156659367078655,-0.43984760812985496,-0.13204341826813765,-0.1929822085533754,-0.20414718263022272,-0.10930692986824923,-0.22270311071090781,0.10969814901555368,0.1602017912828702,0.04791384883973503,-0.023704721184849134,-0.08373506320704364,-0.011630898883869093,0.04004172816892107,0.011160393294036747,0.020646393740245458,-0.013541292318512938,0.03201345122594955,-0.012386587381656577,0.04251120943403056,0.1778662010901294,0.055016171223107646,0.07796460940284156
92,0,-0.1445813565756072,-0.9329719696154499,-0.37719337550971455,-0.29636555833579137,-0.5238061294787497,-0.24262851018202908,-0.33317457380523674,-0.018296562792634263,-0.3610528274905204,-0.22004810410620326,-0.20468922330427514,0.07374055777264124,-0.20347082563907387,-0.3919710894290093,-0.12924892494692772,-0.07519536007390946,-0.431496807589529,-0.14552733843563848,-0.1313971934241973,-0.16046072374649456,-0.4536118706233527,-0.1246924310095147,-0.22499565977932495,-0.18640267605556793,-0.12431088613908373,-0.163414377014198,0.11393016218656124,0.100934576895191,0.005749661860762975,0.00471055356878346,0.02186645833748383,-0.022898332177613535,-0.00800834563392988,-0.0038013566678395867,-0.013764262493497789,0.007350987258622943,-0.03201345122594955,0.017744506574654796,-0.015003956270834501,0.059288733696709804,0.004232013171007587,-0.05926721438767922
93,0,-0.2787401333269612,0.1519748846142367,-0.25801599594522695,-0.21640312850919394,0.11686152122107392,-0.41515162049156956,-0.05788932393528099,-0.10341325736614919,-0.040918315231024883,-0.0812031013629679,0.40797232442146963,0.07374055777264124,0.21973049146177498,-0.06811809652490634,-0.08325163006078035,-0.07914614693805098,-0.415848299490191,-0.1611563588108333,-0.1233888477906316,-0.19696349482611084,-0.41576014876623324,-0.12894826573819046,-0.1929822085533754,-0.1560987459962529,-0.10109047762469707,-0.10412564331748819,0.07161003047647636,0.06988984554926332,0.04599729488614737,-0.003950786864141523,0.01564850809933809,-0.015629020375194834,0.008008345633565707,-0.03650277107961626,0.03785172185711952,-0.0042558347286757465,0.03201345122594955,0.030303930059315032,0.02322040851438665,0.059288733696709804,-0.04232013171008489,-0.03104473134592769
94,0,-0.6428853845088341,-0.20359593315850033,0.05599049108117794,0.019849505069351826,-0.4437226731394509,-0.1544175413514914,-0.4364065425064762,-0.10728219802857768,-0.040918315231024883,-0.30589003526280195,-0.24577148452203587,-0.5191467791944568,0.3890110183021085,0.6176882413896765,-0.1311654789005154,-0.07793052021062044,-0.4570940360698975,-0.1415292169443086,-0.17944726722668408,-0.23073708675958177,-0.39167268940261146,-0.13591235893057058,-0.18497884574706996,-0.17153877119757271,-0.09269540685411161,-0.10412564331748819,0.10546613584454308,0.08879890918723829,-0.04791384883973504,0.001215626727430552,-0.04124573657970655,0.019627141866524703,-0.056058419436052484,-0.033773591933470924,0.02408745936362174,-0.006964093192380093,0.008003362806305415,-0.015440025201319808,0.00839507077058548,0.0,0.0338561053680667,0.018909063637974982
95,0,0.2578949736782368,-0.4512798788720133,0.43943075576687146,-0.43811713848291883,-0.36363921680379385,0.019567629214852486,-0.47081719874021455,-0.11502007935343468,-0.5211200836202682,-0.2718989350062012,0.18648535089963456,0.07374055777264124,-0.7959526695802562,-0.21981394287432146,-0.1522475723899796,-0.10649774830518488,-0.37978418810894227,-0.15679477172938291,-0.1954639584941797,-0.2104631845311217,-0.4088780175194831,-0.12894826573819487,-0.24100238539266366,-0.161571889257915,-0.062330257258375946,-0.04483690962077839,0.06314600413445819,0.014220997749409135,-0.021082093489464236,-0.028567228094564433,0.07730984796095516,-0.015265554785074308,-0.016016691267495595,0.020273902228460067,-0.017205328116871622,0.006964093192375694,-0.05602353964559369,0.009966881939657724,0.030365149595735656,0.059288733696709804,-0.04232013171008488,-0.07457791143782916
96,0,-0.41289891007809726,-0.9162571021132928,-0.902610170633103,-0.40540523537203055,0.03677806488541685,0.04149853306779022,-0.4364065425064762,-0.2001367739269496,-0.3610528274905204,-0.4458872786927284,-0.33508074803889054,-1.704921453128653,0.09277009633151731,-0.6904238475955444,-0.12924892494690593,-0.18262637211037597,-0.3751207254303318,-0.1778757759563897,-0.1714389215927542,-0.18604677824155608,-0.3951137550259853,-0.12353174881079057,-0.23299902258635824,-0.1642796548715814,-0.10609179638164297,-0.16341437701419798,0.10123412267353246,-0.028394951643637534,0.02299864744307369,-0.0761286238051911,0.004663462678610486,-0.021081004227006792,0.024025036901425476,0.024416406289565602,0.013764262493497787,0.005416516927404294,0.008003362806305415,-0.002707765613666385,-0.04376153912326703,-0.11857746739341961,0.03808811853907429,-0.04261594939304667
97,0,-0.5662232263653277,-0.20967406679567036,-0.05904158832454896,-0.23457640801526133,-0.283555760464495,-0.4536525405888408,-0.4364065425064762,-0.1923988926020926,-0.3610528274905204,-0.15206590359294941,-0.5476367952090592,0.07374055777264124,0.4736512817222903,0.7136446837316357,-0.1349985868076689,-0.2961355177839849,-0.3739807678866726,-0.1898701404303793,-0.18745561286024978,-0.22201346056031196,-0.35037990192211566,-0.12121038441333347,-0.2650124738123078,-0.15022231849425943,-0.1327059569096724,-0.2227031107109078,0.13932224121260978,0.050134107420037745,-0.005749661860762967,-0.1135091456736089,0.0011399575436591898,-0.011994364473989614,-0.01601669126749559,-0.03596668231875584,0.04473385310386964,0.0023213643974570987,-0.03201345122594955,0.014057336377321955,-0.026614160528029413,-0.059288733696709804,0.0380881185390773,0.07852905906367529
98,0,0.2770605132141134,-1.0454174419025601,-0.12640271590445726,-0.18369122539830565,-0.283555760464495,0.002022906132590943,0.2862172384021759,-0.13049584200314868,-0.44108645555357456,-0.18663312419289568,0.2293537973877286,0.07374055777264124,0.7275720719827755,-0.04060117555918694,-0.1426648026220195,-0.35858834090561076,-0.29200745724710464,-0.21240500701787232,-0.2034723041277454,-0.19667108277473244,-0.25403006446762866,-0.12198417254581917,-0.2810191994252826,-0.15903695974725224,-0.03928846727102263,-0.16341437701419798,0.21549847829076135,0.00984651287793772,-0.00766621581435063,-0.06245282312162588,0.081973310639568,-0.02253486658749301,-0.01601669126749559,0.02534237778557951,0.09634983745448696,-0.0007737881324857004,-0.016006725612974775,-0.008814641252992845,0.09341748963864978,0.059288733696709804,0.07617623707815159,-0.04028759454210003
99,0,0.16206727599863602,-0.5257370159269922,-0.4310822775736506,-0.15824863408986914,-0.2034723041288379,-0.46193754871105186,-0.47081719874021455,-0.14210266399047813,-0.20098557136077266,-0.23848395509289366,-0.011781214107836075,-1.1120341161615548,0.5582915451424421,0.6811888282336211,-0.11391649331818285,-0.4236243708230192,-0.2735608715406031,-0.22003778441041155,-0.2114806497616753,-0.22269575534684383,-0.31252818006499367,-0.11695454968465771,-0.2650124738123078,-0.1801805763475724,-0.05072005300118421,-0.2819918444076176,0.2789786758558872,0.13212042065632962,0.02874830930383666,-0.06503602991740846,0.01844658570650156,-0.007632777392539222,-0.008008345633929884,-0.026024672572111412,-0.05849811559736497,0.005029622861161448,0.016006725612974775,-0.02114361660032011,-0.011431585730161583,-0.11857746739341961,0.06348019756512582,0.12227390777839191
100,0,-0.8153752403319412,-0.5257370159269922,-0.5378237566618326,-0.0419396452511782,0.2770284338960298,-0.1544175413514914,-0.29876391757149834,-0.2156125365766636,-0.2810191994238268,-0.3393050151761619,0.633031668484003,0.07374055777264124,0.09277009633151731,-0.2402752430795942,-0.14266480262201953,-0.4790873402619324,-0.2664102287667338,-0.21422233496847495,-0.16343057595918847,-0.21421580585705602,-0.278117523831248,-0.12817447760570916,-0.2810191994252826,-0.24447560666353527,0.04930632213771459,-0.2227031107109078,0.18587438609370227,0.0979006599682047,-0.02874830930383666,-0.05546296943891316,0.007150642773869254,0.005815449441936613,0.04805007380248677,0.008479949489787817,0.03441065623374569,-0.011219927921051441,-0.016006725612974778,-0.06429503031596291,0.10002637513889878,0.059288733696709804,-0.09310428976218493,-0.03421976068812492
101,0,-0.5853887659012044,-0.031888657909284586,-0.4020651764623022,0.18340902062375192,-0.283555760464495,-0.2830788439551564,-0.3675852300389995,-0.10728219802857768,0.19918256896541653,0.20743319064685842,0.8991732737642654,-0.5191467791944568,-0.33043122076933157,0.5182039886675064,-0.2749070254196987,-0.4690584197606519,-0.2598813810166787,-0.1771488447761445,-0.1954639584941797,-0.2102195078216397,-0.30220498319486977,-0.1332041004668706,-0.24100238539266366,-0.20339822618389453,0.10110569497750044,-0.3412805781043274,0.12239418852857642,0.0879522346959877,-0.13224222279767917,0.010028920501280467,0.00652884775005515,0.03707349019233041,-0.03203338253499118,0.003996298035416329,-0.024087459363621735,-0.005029622861161445,0.04001681403261892,0.04107738047964079,0.05179937283978584,-0.11857746739341961,-0.06348019756512582,-0.00994842527221701
102,0,-0.31707121239871433,-1.274866986704632,0.2363110479874328,-0.25274968752128746,0.11686152122107392,-0.5145717179580138,-0.26435326133776,-0.3162049937998925,-0.44108645555357456,-0.2655616112295051,0.0025082680548619385,-0.5191467791944568,-0.4997117476096651,-0.17113015962728714,-0.2921560110020094,-0.5032479214695702,-0.19853093866696392,-0.17278725769469414,-0.1313971934241973,-0.23741382859923815,-0.2953228519481221,-0.16299494356759642,-0.2490057481989691,-0.20794957689622467,0.12182544411341414,-0.4005693118010372,0.0927700963315173,0.11003632767615992,-0.017248985582310715,-0.03418950170891821,0.06135044234971474,0.004361587081450391,0.06406676506998236,-0.027194320777598473,0.006882131246747675,-0.02979084310072582,-0.008003362806305415,-0.004551350712330185,0.020719749135913706,-0.059288733696709804,-0.02962409219705912,0.022084092980172217
103,0,0.48788144810897366,0.2218734214413639,-0.40310150150199237,-0.05647826885604039,-0.043305391453882,-0.15003136058090386,-0.09229998016901934,-0.10341325736614919,0.27921619702847067,-0.35140354238610383,0.8134363807880773,0.6666278947397393,0.21973049146177498,-0.09351833126247419,-0.2154938528584159,-0.49625806778685744,-0.21303948922264046,-0.15679477172937878,-0.1474138846916929,-0.21090180260817162,-0.2987639175714959,-0.16299494356759642,-0.21699229697301953,-0.23496962099853827,0.1623718497500749,-0.34128057810432744,0.09277009633151731,0.10749630420240312,0.07666215814359348,0.006989853682712721,-0.014508550555676542,0.015992485965315356,-0.01601669126749559,0.026512025991066567,-0.0034410656233738353,0.0,0.032013451225949556,-0.027020044102313588,0.04054640563666077,0.059288733696709804,0.0,-0.002540023473756785
104,0,-1.1795204915138142,-0.8448390318768817,-0.030024487213200585,0.005310881464530954,0.03677806488541685,-0.024781531909898364,0.25180658216841306,-0.21174359591423508,-0.3610528274905204,0.20685707030351289,-0.35472878601262015,0.6666278947397393,-0.2881110890592256,0.23527359617392388,-0.2691573635589139,-0.5603823776586955,-0.2216409870520783,-0.15824863408986087,-0.09936381088920612,-0.1979382016640123,-0.229942605104007,-0.17344108335616215,-0.2490057481989691,-0.1836949104419068,0.15147611960101645,-0.22270311071090781,0.0250578855953839,0.06925483968082788,-0.053663510700498004,-0.06412430987183813,-0.008601497829437853,-0.0014538623604820873,0.04805007380248678,0.012963600944159303,0.06882131246748893,-0.01044613978856574,-0.03201345122594955,0.051274710556631485,-0.010895730149058428,0.11857746739341961,-0.0677122107361334,-0.038241464521575265
105,0,-0.20207797518323695,-0.8752297000625937,-0.5398964067412129,-0.07101689246086126,0.11686152122107392,-0.1763484452043405,-0.5396385112077158,-0.34715651909936446,-0.2810191994238268,-0.37617671714943796,0.42047562131383437,0.07374055777264124,0.05044996462144145,0.45399783974751956,-0.3151546584450613,-0.6027773597777535,-0.3195737033028868,-0.12153860948765512,-0.051313737086719345,-0.2175298091059316,-0.2368247363507571,-0.19665472733075515,-0.22499565977932495,-0.19412268865623047,0.17487514664243647,-0.2227031107109078,0.10969814901555366,0.13663601794301197,-0.04599729488614738,-0.04239498211905804,-0.09793271625080843,0.03671002460220576,0.04805007380248678,-0.0195916074419193,-0.006882131246750123,-0.02321364397459298,0.024010088419644138,-0.010427778214323674,0.02339902704141998,0.0,0.08464026342016977,0.06738117826218411
106,0,0.06623957831925309,0.5364168371634018,-0.12640271590445726,-0.08919017196688735,-0.043305391453882,-0.05889627123658205,-0.8493344173114342,-0.10341325736614919,-0.2810191994238268,-0.03914631629968686,0.3418834694189794,-0.5191467791944568,-0.16115069392899803,-0.36939310299561007,-0.26724080960532626,-0.457509965850084,-0.24195295783002221,-0.08991710314714078,-0.059322082720649226,-0.2275692895363688,-0.2781175238312529,-0.18698237567467507,-0.2169922969726556,-0.15344859241692632,0.24257156838822347,-0.10412564331748819,0.08430606998950212,0.1687390924030054,0.04791384883973503,0.14526739392766946,0.07762074547286457,0.03162150634051432,-0.008008345633929884,-0.010039480430437227,-0.0412927874804958,0.00967235165608004,0.008003362806669361,0.04067409623930415,0.067696421745787,0.11857746739341961,-0.025392079026051534,0.032103074459993435
107,0,-0.9686995566191718,-1.2049684498775048,-0.3461036243189858,-0.052843612954835174,-0.2034723041288379,-0.28112943027938897,-0.47081719874021455,-0.289122409162893,-0.20098557136077266,-0.30300943354617904,-0.11180758924672217,0.07374055777264124,0.00812983291133551,0.45752565012773033,-0.3074884426307106,-0.5570394041582676,-0.2706591614294659,-0.07174382364109819,-0.05131373708708352,-0.2103169785054236,-0.28155858945462675,-0.19665472733075515,-0.20098557135968081,-0.1685429454122493,0.28615448898445717,-0.10412564331748819,0.03775392510840664,0.14312718904261484,-0.04024763302538441,-0.09952943830818345,-0.028706203599443682,0.018173279506042618,0.008008345633565709,0.017252311030945183,-0.0034410656233738344,-0.009672351656080038,0.016006725612974775,-0.015094352995322963,0.0435829205962337,0.0,-0.04655214488109548,-0.025611903360390535
108,0,-0.029588119360347706,0.22339295485064778,-0.3637211499937423,-0.1873258812995522,-0.2034723041288379,-0.019907997720346796,0.14857461346719802,-0.10728219802857768,-0.20098557136077266,-0.4199618632427556,-0.41545908520407876,0.07374055777264124,0.7698922036928815,0.14213940213615836,-0.3381533058881568,-0.4301583644829468,-0.29439100483839437,-0.07210728923122282,-0.04330539145351782,-0.2125100688907174,-0.2953228519481245,-0.19433336293329803,-0.1769754829404006,-0.19187581931723524,0.2216732007252764,-0.10412564331748819,0.04198593827941723,0.16140124681214937,-0.030664863257446114,0.12688103967532077,-0.0237318434089285,-0.0003634655901246536,0.008008345633565709,-0.002193090385293774,-0.013764262493497787,0.0023213643974571,0.02401008841928019,-0.02333287390498599,-0.06448128825918073,0.0,0.004232013171010596,0.01827405776953453
109,0,-0.10625027750385403,-0.02277145745358135,-0.3906656010257103,-0.10736345147295476,-0.283555760464495,-0.31816829011976816,-0.6428704799089552,-0.16918524862747764,-0.5211200836202682,-0.24712576024286712,0.15433401603357197,-0.5191467791944568,0.00812983291133551,-0.015200940821619085,-0.3649850612384058,-0.3798618086356057,-0.29034933718360034,-0.06701877096953138,-0.05131373708708352,-0.19813314303158905,-0.31252818006499855,-0.197041621396998,-0.20898893416635017,-0.1927399998322326,0.23828472373941717,-0.044836909620778395,-0.013030232943693421,0.09176226990662537,-0.026831755350249002,0.050296555847341086,0.0040416676547940285,0.005088518261691438,-0.008008345633565709,0.01437692585912837,-0.017205328116874065,-0.0027082584636999502,-0.03201345122594955,-0.0008641805149973453,0.016611523014140806,0.0592887336967098,-0.05501617122311066,-0.06963897690552402
110,0,-0.6812164635805873,0.063841946875703,-0.929554621665071,-0.012862398041536457,-0.36363921680379385,0.03711235229720267,-0.5396385112077158,-0.23108829922637758,0.19918256896541653,-0.48967242478604606,0.5419362196967833,-0.5191467791944568,-0.20347082563907387,0.27407951035634287,-0.3515691835632704,-0.32090391235533616,-0.32952242368392415,-0.0641110462485672,-0.1153805021570659,-0.17898015366671963,-0.3366156394286203,-0.19858919766196942,-0.16096875732742583,-0.20777674079322103,0.22917517886069527,-0.10412564331748819,-0.042654325140752535,0.14319774525021908,0.01341587767513539,0.05895789628026952,-0.03917308650032384,0.002907724720964174,-0.06406676506998236,0.019152989364869408,-0.024087459363621742,-0.001547576264971398,0.04802017683892433,-0.015036740960988415,-0.009109544878721976,-0.059288733696709804,-0.029624092197059117,0.0514354753435937
111,0,-1.1220238729061844,0.7613077817376221,-0.5461143569793775,-0.10736345147295476,-0.12338884778953907,-0.3756759935562816,-0.47081719874021455,-0.15370948597776363,0.3592498250951643,-0.27305117569283993,-0.8244955121113531,0.07374055777264124,-0.542031879319741,0.35521914910136665,-0.4052326942637684,-0.2415842683906455,-0.3439273417356317,-0.09318829345823788,-0.09936381088957032,-0.18823986862683212,-0.34693883629874184,-0.20323192645688798,-0.14496203171445105,-0.2558251774271908,0.056808300273133404,-0.044836909620778395,-0.06381439099579347,0.12689926129360513,-0.053663510700498004,0.07931964396469068,-0.014404918051707526,-0.029077247209670663,0.01601669126749559,-0.00925971496011252,-0.010323196870121504,-0.004642728794918595,0.016006725612974775,-0.048048436633969835,-0.17236687858756183,0.059288733696709804,-0.02116006585504094,-0.016298483956613975
